project_name	location	url_link	tenure	median_psf	median_price	filed_transactions
THE ST. REGIS KUALA LUMPUR	KL SENTRAL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-sentral/the-st--regis-kuala-lumpur/non-landed/?range=1909+May-	FREEHOLD	2342	2287000.0	24
AVANT COURT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/avant-court/landed/?range=1909+May-	LEASEHOLD	242	240000.0	24
THE CENTRINA @ CENTRAL RESIDENCE	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/the-centrina---central-residence/non-landed/?range=1909+May-	FREEHOLD	613	612500.0	24
MENARA SRI CENGAL	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/menara-sri-cengal/non-landed/?range=1909+May-	LEASEHOLD	292	255000.0	24
DESA PARK CITY (ADORA)	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/desa-park-city--adora-/landed/?range=1909+May-	FREEHOLD	539	900000.0	23
JALAN MERLIMAU	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-merlimau/non-landed/?range=1909+May-	FREEHOLD	234	125000.0	23
THE CREST	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-crest/non-landed/?range=1909+May-	LEASEHOLD	635	680010.0	23
KIARA HILLS	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiara-hills/landed/?range=1909+May-	FREEHOLD	688	4848000.0	23
TWY DUPLEX CONDOS MONT KIARA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/twy-duplex-condos-mont-kiara/non-landed/?range=1909+May-	FREEHOLD	944	740000.0	23
ABADI INDAH APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/abadi-indah-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	153	120000.0	23
GALLERY APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/gallery-apartment/non-landed/?range=1909+May-	LEASEHOLD	121	100000.0	23
THE COURT @ CENTRAL RESIDENCE	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/the-court---central-residence/non-landed/?range=1909+May-	FREEHOLD	589	554940.0	23
CASA ELITA	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/casa-elita/non-landed/?range=1909+May-	FREEHOLD	247	730000.0	23
HEDGEFORD 10 RESIDENCES	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/hedgeford-10-residences/non-landed/?range=1909+May-	FREEHOLD	614	340000.0	23
INARA	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/inara/non-landed/?range=1909+May-	FREEHOLD	686	2665000.0	22
ALAM DAMAI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/alam-damai/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	94	66000.0	22
TAMAN BUKIT RIA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-bukit-ria/landed/?range=1909+May-	FREEHOLD	173	292500.0	22
TAMAN MIDAH	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-midah/non-landed/?range=1909+May-	FREEHOLD	104	129840.0	22
BUKIT LEDANG	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/bukit-ledang/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	293	4342500.0	22
TAMAN SRI KUCHING	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/taman-sri-kuching/landed/?range=1909+May-	FREEHOLD	127	341800.0	22
JALAN HORLEY	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-horley/non-landed/?range=1909+May-	FREEHOLD	231	365000.0	22
PKNS FLAT(JALAN RAJA MUDA MUSA)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/pkns-flat-jalan-raja-muda-musa-/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	119	100000.0	22
KIARA PARK	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiara-park/non-landed/?range=1909+May-	FREEHOLD	273	355000.0	22
MONT KIARA THE RESIDENCE	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mont-kiara-the-residence/landed/?range=1909+May-	FREEHOLD	852	7175000.0	22
RESIDENSI SEFINA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/residensi-sefina/non-landed/?range=1909+May-	FREEHOLD	758	1050000.0	22
KUCHAI GARDEN	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/kuchai-garden/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	105	267500.0	22
PANTAI DALAM KAMPUNG KERINCHI	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/pantai-dalam-kampung-kerinchi/non-landed/?range=1909+May-	LEASEHOLD	134	88000.0	22
PPR PANTAI RIA	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/ppr-pantai-ria/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	22
RESIDENSI GEMBIRA 33	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/residensi-gembira-33/landed/?range=1909+May-	FREEHOLD	859	1240495.0	22
FLORA IMPIAN	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/flora-impian/landed/?range=1909+May-	FREEHOLD	392	655000.0	22
PPR SERI SEMARAK	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/ppr-seri-semarak/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	22
KELOMPOK KEDIDI	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/kelompok-kedidi/non-landed/?range=1909+May-	LEASEHOLD	144	110000.0	22
JALIL SUTERA	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/jalil-sutera/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	660	1800000.0	21
PPR KAMPUNG MUHIBBAH	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/ppr-kampung-muhibbah/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	21
WINNER HEIGHTS (TAMAN DESA PETALING)	DESA PETALING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-petaling/winner-heights--taman-desa-petaling-/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	170	135000.0	21
TAMAN SEGAMBUT PERMAI	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/taman-segambut-permai/landed/?range=1909+May-	FREEHOLD	169	130000.0	21
DAMAI INDAH APARTMENT	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/damai-indah-apartment/non-landed/?range=1909+May-	FREEHOLD	356	562500.0	21
THREE28 TUN RAZAK	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/three28-tun-razak/non-landed/?range=1909+May-	FREEHOLD	999	1190000.0	21
KAWASAN PERINDUSTRIAN TRISEGI	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/kawasan-perindustrian-trisegi/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	107	55000.0	21
TAMAN BUKIT SERI BINTANG	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-bukit-seri-bintang/landed/?range=1909+May-	FREEHOLD	374	1000000.0	21
JALAN IPOH	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/jalan-ipoh/non-landed/?range=1909+May-	FREEHOLD	132	120000.0	21
PRIMA SETAPAK II	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/prima-setapak-ii/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	221	340000.0	21
RESIDENSI SEMARAK PLATINUM	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/residensi-semarak-platinum/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	486	464725.0	21
KENANGA SARI	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/kenanga-sari/non-landed/?range=1909+May-	LEASEHOLD	319	220000.0	21
78 LAD	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/78-lad/non-landed/?range=1909+May-	FREEHOLD	542	1240000.0	20
KAWASAN JALAN AMPANG/OFF JALAN AMPANG/U-THANT	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/kawasan-jalan-ampang-off-jalan-ampang-u-thant/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	425	5100000.0	20
BANGSAR VILLA	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/bangsar-villa/non-landed/?range=1909+May-	FREEHOLD	737	1043000.0	20
PALM COURT	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/palm-court/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	207	190500.0	20
TAI KWONG MANSION	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/tai-kwong-mansion/non-landed/?range=1909+May-	FREEHOLD	165	133000.0	20
TONG WENG MANSION	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/tong-weng-mansion/non-landed/?range=1909+May-	FREEHOLD	89	109000.0	20
ARATA TIJANI	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/arata-tijani/non-landed/?range=1909+May-	FREEHOLD	856	825000.0	20
JALAN CHERAS	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/jalan-cheras/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	110	163977.0	20
TAMAN EMAS	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/taman-emas/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	193	320000.0	20
TAMAN SEGAMBUT AMAN	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/taman-segambut-aman/landed/?range=1909+May-	FREEHOLD	404	397500.0	20
2-TWELVE CONDOMINIUM	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/2-twelve-condominium/non-landed/?range=1909+May-	FREEHOLD	787	885000.0	20
D'MAJESTIC	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/d-majestic/non-landed/?range=1909+May-	FREEHOLD	1276	394400.0	20
GURNEY HEIGHT	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/gurney-height/non-landed/?range=1909+May-	FREEHOLD	530	527500.0	20
TAMAN IMPIAN VILLA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/taman-impian-villa/landed/?range=1909+May-	FREEHOLD	955	1550000.0	20
GEMBIRA PARK	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/gembira-park/non-landed/?range=1909+May-	FREEHOLD	426	449000.0	20
MEADOW PARK	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/meadow-park/non-landed/?range=1909+May-	FREEHOLD	128	117500.0	20
VERVE SUITES KL SOUTH	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/verve-suites-kl-south/non-landed/?range=1909+May-	FREEHOLD	992	702500.0	20
PPR KERINCHI LEMBAH PANTAI	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/ppr-kerinchi-lembah-pantai/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	20
ZEHN BUKIT PANTAI KONDOMINIUM	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/zehn-bukit-pantai-kondominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	699	1730850.0	20
VILLA BAHAGIA	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/villa-bahagia/non-landed/?range=1909+May-	FREEHOLD	235	196500.0	20
JALAN GENTING KELANG	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/jalan-genting-kelang/landed/?range=1909+May-	LEASEHOLD	55	4614161.0	20
OFF JALAN GOMBAK	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/off-jalan-gombak/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	214	335000.0	20
IRINGAN HIJAU	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/iringan-hijau/non-landed/?range=1909+May-	FREEHOLD	902	2650000.0	19
THE RESIDENCES KATANA	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/the-residences-katana/non-landed/?range=1909+May-	FREEHOLD	726	2700000.0	19
BUKIT KIARA RESIDENCES	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/bukit-kiara-residences/landed/?range=1909+May-	FREEHOLD	795	3100000.0	19
DESA PARK CITY	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/desa-park-city/landed/?range=1909+May-	FREEHOLD	497	980000.0	19
JALAN BAIDURI	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-baiduri/non-landed/?range=1909+May-	FREEHOLD	127	68000.0	19
KAWASAN JALAN BERANGAN (JALAN HICKS)/JALAN ALOR	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/kawasan-jalan-berangan--jalan-hicks--jalan-alor/non-landed/?range=1909+May-	FREEHOLD	165	230000.0	19
PAK CHAN MANSION	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/pak-chan-mansion/non-landed/?range=1909+May-	FREEHOLD	78	56000.0	19
SRI MUTIARA CONDO	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/sri-mutiara-condo/non-landed/?range=1909+May-	FREEHOLD	168	176605.0	19
DESA TIARA	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/desa-tiara/landed/?range=1909+May-	FREEHOLD	387	1200000.0	19
CITIZEN 2 @ OLD KLANG ROAD	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/citizen-2---old-klang-road/non-landed/?range=1909+May-	FREEHOLD	642	530000.0	19
PPR BATU MUDA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/ppr-batu-muda/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	19
JALAN KOLAM AIR (KAWASAN KLANG GATES)	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/jalan-kolam-air--kawasan-klang-gates-/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	25	1668404.0	19
WANGSA METROVIEW	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/wangsa-metroview/landed/?range=1909+May-	FREEHOLD	296	550000.0	19
ARTE PLUS	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/arte-plus/non-landed/?range=1909+May-	FREEHOLD	795	595000.0	18
LINGKUNGAN U-THANT	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/lingkungan-u-thant/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	387	5750000.0	18
OFF JALAN AMPANG	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/off-jalan-ampang/non-landed/?range=1909+May-	FREEHOLD	393	322000.0	18
TRINITY AQUATA	BANDAR TASIK SELATAN, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-tasik-selatan/trinity-aquata/non-landed/?range=1909+May-	FREEHOLD	590	625000.0	18
JALAN MAAROF	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/jalan-maarof/landed/?range=1909+May-	FREEHOLD	371	2400000.0	18
JALAN RIONG	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/jalan-riong/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	285	1750000.0	18
OFF JALAN BANGSAR	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/off-jalan-bangsar/landed/?range=1909+May-	FREEHOLD	189	1600000.0	18
SRI BANGSAR APARTMENT	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/sri-bangsar-apartment/non-landed/?range=1909+May-	FREEHOLD	237	326250.0	18
THE PINES	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/the-pines/non-landed/?range=1909+May-	FREEHOLD	491	510000.0	18
CHERAS UTAMA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/cheras-utama/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	203	272500.0	18
TAMAN GEMILANG FLAT	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-gemilang-flat/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	142	138000.0	18
PRIMA RIA	DUTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/dutamas/prima-ria/non-landed/?range=1909+May-	FREEHOLD	380	455000.0	18
OFF JALAN IPOH	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/off-jalan-ipoh/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	79	707500.0	18
TAMAN LAWA	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/taman-lawa/landed/?range=1909+May-	FREEHOLD	328	402500.0	18
RESIDENSI 333 KEPONG / THREE33 RESIDENSI	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/residensi-333-kepong---three33-residensi/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	656	565600.0	18
VISTA KIARA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/vista-kiara/non-landed/?range=1909+May-	FREEHOLD	310	414000.0	18
FOUR SEASONS PLACE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/four-seasons-place/non-landed/?range=1909+May-	FREEHOLD	2909	5400000.0	18
MIRAGE RESIDENCE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/mirage-residence/non-landed/?range=1909+May-	FREEHOLD	1207	1540000.0	18
THE RUMA HOTEL & RESIDENCES	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-ruma-hotel---residences/non-landed/?range=1909+May-	FREEHOLD	2721	1410330.0	18
JALAN KUCHAI LAMA	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/jalan-kuchai-lama/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	75	5707047.0	18
BANDARAYA PETALING	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/bandaraya-petaling/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	191	314000.0	18
SKYVILLE @ BENTENG 8	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/skyville---benteng-8/non-landed/?range=1909+May-	FREEHOLD	750	744375.0	18
TAMAN IMPIAN VILLA	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-impian-villa/landed/?range=1909+May-	FREEHOLD	569	1069000.0	18
JALAN SENTUL PASAR	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/jalan-sentul-pasar/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	281	670000.0	18
JALAN UNION SENTUL	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/jalan-union-sentul/landed/?range=1909+May-	FREEHOLD	102	619000.0	18
JALAN UNION SENTUL	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/jalan-union-sentul/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	83	82500.0	18
BENNINGTON RESIDENSE	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/bennington-residense/non-landed/?range=1909+May-	LEASEHOLD	506	706250.0	18
SETAPAK INDAH JAYA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/setapak-indah-jaya/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	196	280000.0	18
TAMAN KEAT ANN	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-keat-ann/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	231	322500.0	18
THE VEO	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/the-veo/non-landed/?range=1909+May-	FREEHOLD	658	522500.0	18
MENARA SRI CENDANA	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/menara-sri-cendana/non-landed/?range=1909+May-	LEASEHOLD	229	200000.0	18
MENARA SRI JATI	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/menara-sri-jati/non-landed/?range=1909+May-	LEASEHOLD	202	176500.0	18
VILLA MAAROF	SUNGAI PENCHALA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sungai-penchala/villa-maarof/landed/?range=1909+May-	FREEHOLD	246	362500.0	18
GALLERY @ U-THANT	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/gallery---u-thant/non-landed/?range=1909+May-	FREEHOLD	665	2850000.0	17
KATANA	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/katana/non-landed/?range=1909+May-	FREEHOLD	639	2330000.0	17
